,Class,champion,color,dmgdealt/min,dmgtaken/min,games,internal,patch,patchnum,season
1029,Specialist,Kayle,#EB8596,576.7137967743948,1411.8752689743264,41152.0,8.0,8.08,8.0,8.0
1030,Assassin,Kayn,#ED2941,567.512390735484,2203.141691539121,189015.0,8.0,8.08,8.0,8.0
1031,Specialist,Kennen,#EB8596,651.8593650879529,1134.3488531962519,23071.0,8.0,8.08,8.0,8.0
1032,Assassin,Kha'Zix,#ED2941,562.6999751491157,1862.5915030981182,130377.0,8.0,8.08,8.0,8.0
1033,Marksman,Kindred,#0D1F22,624.9657728160626,1588.9994146783015,35512.0,8.0,8.08,8.0,8.0
1034,Fighter,Kled,#664A40,632.2293119942468,2253.132009443272,43318.0,8.0,8.08,8.0,8.0
1035,Marksman,Kog'Maw,#0D1F22,750.2831642655565,1035.1941869154741,30315.0,8.0,8.08,8.0,8.0
1036,Mage,LeBlanc,#25BAA4,668.6365941041824,1019.5875755614605,177053.0,8.0,8.08,8.0,8.0
1037,Fighter,Lee Sin,#664A40,480.7034915532788,1994.7772053091444,125581.0,8.0,8.08,8.0,8.0
1038,Tank,Leona,#393663,244.83233049010997,1734.2156461312147,127151.0,8.0,8.08,8.0,8.0
1039,Mage,Lissandra,#25BAA4,638.2245929451901,1099.1680158052814,29652.0,8.0,8.08,8.0,8.0
1040,Marksman,Lucian,#0D1F22,668.6635026543975,1048.724403198742,112185.0,8.0,8.08,8.0,8.0
1041,Support,Lulu,#FFB733,243.18056803664564,804.7549568719819,146715.0,8.0,8.08,8.0,8.0
1042,Mage,Lux,#25BAA4,666.9887895022991,765.6571641800028,215568.0,8.0,8.08,8.0,8.0
1043,Tank,Malphite,#393663,556.3430177272007,1920.2622156012935,123462.0,8.0,8.08,8.0,8.0
1044,Mage,Malzahar,#25BAA4,655.947533908542,897.1341455856232,65287.0,8.0,8.08,8.0,8.0
1045,Tank,Maokai,#393663,498.7994951518674,2567.8876215917885,49022.0,8.0,8.08,8.0,8.0
1046,Assassin,Master Yi,#ED2941,604.2247402704868,1791.4973105606546,199448.0,8.0,8.08,8.0,8.0
1047,Marksman,Miss Fortune,#0D1F22,717.7814601925062,945.5348372248384,206387.0,8.0,8.08,8.0,8.0
1048,Fighter,Mordekaiser,#664A40,667.216864456158,2017.2378708049055,20819.0,8.0,8.08,8.0,8.0
1049,Support,Morgana,#FFB733,466.90947738966975,1058.4753491381398,245010.0,8.0,8.08,8.0,8.0
1050,Support,Nami,#FFB733,313.62205285446265,1115.5999369599908,203172.0,8.0,8.08,8.0,8.0
1051,Fighter,Nasus,#664A40,584.7046057779353,2267.4418049277197,121395.0,8.0,8.08,8.0,8.0
1052,Tank,Nautilus,#393663,367.55435286608144,1986.079824899602,79843.0,8.0,8.08,8.0,8.0
3677,Mage,Neeko,#25BAA4,0.0,0.0,0.0,8.0,8.08,8.0,8.0
1053,Specialist,Nidalee,#EB8596,552.7589667983355,1741.755453524529,28980.0,8.0,8.08,8.0,8.0
1054,Assassin,Nocturne,#ED2941,556.8171401025413,1879.953464371706,61675.0,8.0,8.08,8.0,8.0
1055,Tank,Nunu,#393663,380.7552684861924,2468.6781718133097,54207.0,8.0,8.08,8.0,8.0
1056,Fighter,Olaf,#664A40,543.674164461263,2278.1372460227176,52732.0,8.0,8.08,8.0,8.0
1057,Mage,Orianna,#25BAA4,634.6625076317479,938.1466167278395,70820.0,8.0,8.08,8.0,8.0
1058,Tank,Ornn,#393663,539.8136870538262,2160.1369111036825,49590.0,8.0,8.08,8.0,8.0
1059,Fighter,Pantheon,#664A40,618.9997829787228,1351.8141025386153,57843.0,8.0,8.08,8.0,8.0
1060,Tank,Poppy,#393663,502.81127862275264,2186.4592092164403,36203.0,8.0,8.08,8.0,8.0
3667,Support,Pyke,#FFB733,362.75027519773744,1534.6200534909997,0.0,8.0,8.08,8.0,8.0
1061,Specialist,Quinn,#EB8596,710.3623976449427,1171.5037304002658,45547.0,8.0,8.08,8.0,8.0
1062,Support,Rakan,#FFB733,288.19666112664515,1403.6723139546116,122894.0,8.0,8.08,8.0,8.0
1063,Tank,Rammus,#393663,448.7012152047146,2637.450748126124,43837.0,8.0,8.08,8.0,8.0
1064,Fighter,Rek'Sai,#664A40,475.3475584492205,2116.9949320005617,18159.0,8.0,8.08,8.0,8.0
1065,Fighter,Renekton,#664A40,592.4138264417422,2114.774966527795,83827.0,8.0,8.08,8.0,8.0
1066,Fighter,Rengar,#664A40,585.5123173843717,1834.5974991795397,89535.0,8.0,8.08,8.0,8.0
1067,Assassin,Riven,#ED2941,541.1153408996254,1727.8374435471574,99289.0,8.0,8.08,8.0,8.0
1068,Mage,Rumble,#25BAA4,704.9026668395238,1488.5145972575224,25027.0,8.0,8.08,8.0,8.0
1069,Mage,Ryze,#25BAA4,646.5201858744649,1305.315716816293,61911.0,8.0,8.08,8.0,8.0
1070,Tank,Sejuani,#393663,377.1445291964765,2314.961805728444,54787.0,8.0,8.08,8.0,8.0
1071,Assassin,Shaco,#ED2941,515.0063736001334,1436.012378955553,80817.0,8.0,8.08,8.0,8.0
1072,Tank,Shen,#393663,393.4962878874508,2049.754569326349,71317.0,8.0,8.08,8.0,8.0
1073,Fighter,Shyvana,#664A40,542.7971509329141,2242.9608745135138,63805.0,8.0,8.08,8.0,8.0
1074,Specialist,Singed,#EB8596,636.8722629292911,2030.362124801633,78450.0,8.0,8.08,8.0,8.0
1075,Tank,Sion,#393663,522.6440350859104,2725.1994184680043,111571.0,8.0,8.08,8.0,8.0
1076,Marksman,Sivir,#0D1F22,645.1935770757306,986.7883298423354,86330.0,8.0,8.08,8.0,8.0
1077,Fighter,Skarner,#664A40,335.51228845494643,2304.6426243089845,32041.0,8.0,8.08,8.0,8.0
1078,Support,Sona,#FFB733,399.50598338529016,1201.6531508292603,115565.0,8.0,8.08,8.0,8.0
1079,Support,Soraka,#FFB733,244.78021132784062,1341.997845109001,127205.0,8.0,8.08,8.0,8.0
1080,Mage,Swain,#25BAA4,748.7917313529124,1754.0407326089867,106375.0,8.0,8.08,8.0,8.0
3700,Mage,Sylas,#25BAA4,0.0,0.0,0.0,8.0,8.08,8.0,8.0
1081,Mage,Syndra,#25BAA4,681.0233086385613,869.5461389950867,32672.0,8.0,8.08,8.0,8.0
1082,Support,Tahm Kench,#FFB733,385.3048277664375,2194.781714947081,60725.0,8.0,8.08,8.0,8.0
1083,Mage,Taliyah,#25BAA4,728.4492426297647,950.1118664751541,28031.0,8.0,8.08,8.0,8.0
1084,Assassin,Talon,#ED2941,688.9215079522,1331.3649054128318,57051.0,8.0,8.08,8.0,8.0
1085,Support,Taric,#FFB733,203.42413840216813,1847.0624888265356,67017.0,8.0,8.08,8.0,8.0
1086,Specialist,Teemo,#EB8596,796.9694280228665,1067.1753933216128,117419.0,8.0,8.08,8.0,8.0
1087,Support,Thresh,#FFB733,266.8021922963185,1355.6934168739087,209389.0,8.0,8.08,8.0,8.0
1088,Marksman,Tristana,#0D1F22,604.2285661683436,1040.4112487899338,171142.0,8.0,8.08,8.0,8.0
1089,Fighter,Trundle,#664A40,449.650572606081,2558.360705796456,109123.0,8.0,8.08,8.0,8.0
1090,Assassin,Tryndamere,#ED2941,582.6290409259495,3095.406750455779,149540.0,8.0,8.08,8.0,8.0
1091,Mage,Twisted Fate,#25BAA4,608.8397834772159,1083.2021568626624,64192.0,8.0,8.08,8.0,8.0
1092,Marksman,Twitch,#0D1F22,669.1980603001145,1050.595083409727,118964.0,8.0,8.08,8.0,8.0
1093,Fighter,Udyr,#664A40,449.54973083927473,2174.775931652295,102185.0,8.0,8.08,8.0,8.0
1094,Fighter,Urgot,#664A40,632.1307254944891,1930.281593870118,51380.0,8.0,8.08,8.0,8.0
1095,Marksman,Varus,#0D1F22,594.9948639744875,1007.2509537588795,157623.0,8.0,8.08,8.0,8.0
1096,Marksman,Vayne,#0D1F22,622.6402921194984,1069.6310411412978,171801.0,8.0,8.08,8.0,8.0
1097,Mage,Veigar,#25BAA4,691.3203230901931,876.5981720021723,125507.0,8.0,8.08,8.0,8.0
1098,Mage,Vel'Koz,#25BAA4,773.9700930638203,791.5918102396995,56671.0,8.0,8.08,8.0,8.0
1099,Fighter,Vi,#664A40,504.7202070916712,1885.5962132706118,106781.0,8.0,8.08,8.0,8.0
1100,Mage,Viktor,#25BAA4,747.3999774784007,1108.9423934701208,38869.0,8.0,8.08,8.0,8.0
1101,Mage,Vladimir,#25BAA4,720.7420620673943,2089.4389176941295,88012.0,8.0,8.08,8.0,8.0
1102,Fighter,Volibear,#664A40,486.7749906704497,2287.8568267333335,65886.0,8.0,8.08,8.0,8.0
1103,Fighter,Warwick,#664A40,467.76541031969145,2643.905282643932,188518.0,8.0,8.08,8.0,8.0
1104,Fighter,Wukong,#664A40,621.4281117102669,1550.4110077859889,87710.0,8.0,8.08,8.0,8.0
1105,Marksman,Xayah,#0D1F22,644.3943946822017,992.6000118382121,140979.0,8.0,8.08,8.0,8.0
1106,Mage,Xerath,#25BAA4,805.766658609185,737.242954653327,57990.0,8.0,8.08,8.0,8.0
1107,Fighter,Xin Zhao,#664A40,541.5613000789222,2139.089377740721,117222.0,8.0,8.08,8.0,8.0
1108,Assassin,Yasuo,#ED2941,666.401108312956,1517.8590447099882,242593.0,8.0,8.08,8.0,8.0
1109,Fighter,Yorick,#664A40,653.3841977991941,1948.594268096359,55159.0,8.0,8.08,8.0,8.0
1110,Tank,Zac,#393663,401.95981678135547,3085.3365375108406,62847.0,8.0,8.08,8.0,8.0
1111,Assassin,Zed,#ED2941,725.9261955640541,1249.172165598402,155854.0,8.0,8.08,8.0,8.0
1112,Mage,Ziggs,#25BAA4,801.4810828191331,775.8732347063758,37569.0,8.0,8.08,8.0,8.0
1113,Specialist,Zilean,#EB8596,483.1341512590185,1010.6630939310871,47054.0,8.0,8.08,8.0,8.0
1114,Mage,Zoe,#25BAA4,732.6647269359023,897.1582534218737,56148.0,8.0,8.08,8.0,8.0
1115,Support,Zyra,#FFB733,673.939373697967,752.06247366102,86839.0,8.0,8.08,8.0,8.0
1116,Fighter,Aatrox,#664A40,631.2635498804195,2180.615246017712,39785.0,9.0,8.09,9.0,8.0
1117,Mage,Ahri,#25BAA4,711.5533449817981,1022.1971346149692,134465.0,9.0,8.09,9.0,8.0
1118,Assassin,Akali,#ED2941,635.3677288578483,1817.7222662701624,57551.0,9.0,8.09,9.0,8.0
1119,Tank,Alistar,#393663,274.3503950130241,2197.6014291658385,108610.0,9.0,8.09,9.0,8.0
1120,Tank,Amumu,#393663,472.17586899260937,2217.3204968482705,53068.0,9.0,8.09,9.0,8.0
1121,Mage,Anivia,#25BAA4,618.6051756755219,1586.464948850057,57685.0,9.0,8.09,9.0,8.0
1122,Mage,Annie,#25BAA4,671.247221886212,889.277415566344,66152.0,9.0,8.09,9.0,8.0
1123,Marksman,Ashe,#0D1F22,602.4040161894048,937.346477926623,105223.0,9.0,8.09,9.0,8.0
1124,Mage,Aurelion Sol,#25BAA4,669.7962811460259,1257.5860466438603,28533.0,9.0,8.09,9.0,8.0
1125,Specialist,Azir,#EB8596,657.5210842385683,991.2021247222609,25148.0,9.0,8.09,9.0,8.0
1126,Support,Bard,#FFB733,448.53626747913984,1149.9404905593324,66445.0,9.0,8.09,9.0,8.0
1127,Support,Blitzcrank,#FFB733,318.12247141707826,1612.3175830753241,114169.0,9.0,8.09,9.0,8.0
1128,Mage,Brand,#25BAA4,761.2784015156553,882.9113227381691,156278.0,9.0,8.09,9.0,8.0
1129,Tank,Braum,#393663,234.13015083621758,1626.27403287614,84342.0,9.0,8.09,9.0,8.0
1130,Marksman,Caitlyn,#0D1F22,649.1185591547242,967.0319620258376,255863.0,9.0,8.09,9.0,8.0
1131,Fighter,Camille,#664A40,583.1521172493501,1749.4541312363456,79854.0,9.0,8.09,9.0,8.0
1132,Mage,Cassiopeia,#25BAA4,648.9169133255917,1253.750670936148,35734.0,9.0,8.09,9.0,8.0
1133,Specialist,Cho'Gath,#EB8596,550.9851661199408,2443.4422543344854,75159.0,9.0,8.09,9.0,8.0
1134,Marksman,Corki,#0D1F22,737.092897951242,1144.7515581372813,19990.0,9.0,8.09,9.0,8.0
1135,Fighter,Darius,#664A40,582.1893758288209,2075.0681785317533,138126.0,9.0,8.09,9.0,8.0
1136,Fighter,Diana,#664A40,681.7597036112404,1527.8006399109559,67407.0,9.0,8.09,9.0,8.0
1137,Fighter,Dr. Mundo,#664A40,661.0528534402263,3034.7031417127555,170633.0,9.0,8.09,9.0,8.0
1138,Marksman,Draven,#0D1F22,702.3943528246521,1176.7953015865708,108885.0,9.0,8.09,9.0,8.0
1139,Assassin,Ekko,#ED2941,647.7630390189327,1692.4053939327073,116404.0,9.0,8.09,9.0,8.0
1140,Fighter,Elise,#664A40,520.2620188956789,1431.6202649577413,19003.0,9.0,8.09,9.0,8.0
1141,Assassin,Evelynn,#ED2941,603.1011137403514,1505.842505497888,65343.0,9.0,8.09,9.0,8.0
1142,Marksman,Ezreal,#0D1F22,756.2759988390009,952.142905606938,309633.0,9.0,8.09,9.0,8.0
1143,Specialist,Fiddlesticks,#EB8596,581.3551158805021,1314.973564565803,53261.0,9.0,8.09,9.0,8.0
1144,Assassin,Fiora,#ED2941,612.5347439320965,2002.2448651846184,67158.0,9.0,8.09,9.0,8.0
1145,Assassin,Fizz,#ED2941,659.3557222701505,1167.058499334038,119277.0,9.0,8.09,9.0,8.0
1146,Tank,Galio,#393663,527.6869277752834,1894.6226044391506,41351.0,9.0,8.09,9.0,8.0
1147,Specialist,Gangplank,#EB8596,671.9122831100876,1452.8249867100485,61104.0,9.0,8.09,9.0,8.0
1148,Fighter,Garen,#664A40,612.2365580461569,2372.8354156829682,153159.0,9.0,8.09,9.0,8.0
1149,Specialist,Gnar,#EB8596,605.422124016359,1658.9598220397438,46015.0,9.0,8.09,9.0,8.0
1150,Tank,Gragas,#393663,515.6397282895268,1985.6262096755934,29306.0,9.0,8.09,9.0,8.0
1151,Specialist,Graves,#EB8596,626.2887547130804,1692.9679041122533,219010.0,9.0,8.09,9.0,8.0
1152,Fighter,Hecarim,#664A40,501.51779495097094,2324.6412711971097,29325.0,9.0,8.09,9.0,8.0
1153,Specialist,Heimerdinger,#EB8596,789.3947021006437,941.847293675999,39476.0,9.0,8.09,9.0,8.0
1154,Fighter,Illaoi,#664A40,753.3155783360171,2161.6255493157037,59894.0,9.0,8.09,9.0,8.0
1155,Fighter,Irelia,#664A40,618.7299930469046,1846.5035331941262,125017.0,9.0,8.09,9.0,8.0
1156,Support,Ivern,#FFB733,289.413828615426,1253.1191101427275,17067.0,9.0,8.09,9.0,8.0
1157,Support,Janna,#FFB733,263.51872482259523,974.4893412141714,158121.0,9.0,8.09,9.0,8.0
1158,Fighter,Jarvan IV,#664A40,474.21742945774827,1964.0029322519204,60220.0,9.0,8.09,9.0,8.0
1159,Assassin,Jax,#ED2941,529.6720044728966,1789.248193075572,199042.0,9.0,8.09,9.0,8.0
1160,Mage,Jayce,#25BAA4,699.3691834512935,1263.766437621023,29598.0,9.0,8.09,9.0,8.0
1161,Marksman,Jhin,#0D1F22,667.2581947088477,951.3582519299588,260712.0,9.0,8.09,9.0,8.0
1162,Marksman,Jinx,#0D1F22,639.2661714734454,1001.2440456035044,225995.0,9.0,8.09,9.0,8.0
1163,Marksman,Kai'Sa,#0D1F22,644.1958176935877,1217.9804377341368,232466.0,9.0,8.09,9.0,8.0
1164,Marksman,Kalista,#0D1F22,579.8262711555851,1144.911323790214,14196.0,9.0,8.09,9.0,8.0
1165,Support,Karma,#FFB733,453.12341049046535,970.0991860745169,105761.0,9.0,8.09,9.0,8.0
1166,Mage,Karthus,#25BAA4,956.5285503107123,1146.4591180055443,34398.0,9.0,8.09,9.0,8.0
1167,Assassin,Kassadin,#ED2941,627.4380507390488,1505.4453133234742,42149.0,9.0,8.09,9.0,8.0
1168,Assassin,Katarina,#ED2941,716.6563941465015,1386.6252938681646,76726.0,9.0,8.09,9.0,8.0
1169,Specialist,Kayle,#EB8596,569.1465889809676,1402.4444929062788,38878.0,9.0,8.09,9.0,8.0
1170,Assassin,Kayn,#ED2941,567.782708545896,2192.2936678528613,154354.0,9.0,8.09,9.0,8.0
1171,Specialist,Kennen,#EB8596,631.3650735124759,1141.9906145458867,37941.0,9.0,8.09,9.0,8.0
1172,Assassin,Kha'Zix,#ED2941,565.2272011517304,1869.541919393484,115439.0,9.0,8.09,9.0,8.0
1173,Marksman,Kindred,#0D1F22,619.5649773683797,1588.581879005749,32090.0,9.0,8.09,9.0,8.0
1174,Fighter,Kled,#664A40,628.0710715420416,2216.6836947248394,38431.0,9.0,8.09,9.0,8.0
1175,Marksman,Kog'Maw,#0D1F22,737.751148039416,1036.2278057224707,34744.0,9.0,8.09,9.0,8.0
1176,Mage,LeBlanc,#25BAA4,675.2663946418957,1025.2965904463592,127272.0,9.0,8.09,9.0,8.0
1177,Fighter,Lee Sin,#664A40,481.7429741427585,1993.0562988489296,126303.0,9.0,8.09,9.0,8.0
1178,Tank,Leona,#393663,249.7382865912026,1744.8659124704604,118253.0,9.0,8.09,9.0,8.0
1179,Mage,Lissandra,#25BAA4,649.0938161226912,1108.3876829909323,28600.0,9.0,8.09,9.0,8.0
1180,Marksman,Lucian,#0D1F22,663.1634406207929,1049.1955505167778,119106.0,9.0,8.09,9.0,8.0
1181,Support,Lulu,#FFB733,243.22055951108135,816.8364587116876,127669.0,9.0,8.09,9.0,8.0
1182,Mage,Lux,#25BAA4,664.2168634794928,774.7953746957186,249348.0,9.0,8.09,9.0,8.0
1183,Tank,Malphite,#393663,552.552928695196,1910.9400470674086,108223.0,9.0,8.09,9.0,8.0
1184,Mage,Malzahar,#25BAA4,649.9283540296058,901.0117958929691,63952.0,9.0,8.09,9.0,8.0
1185,Tank,Maokai,#393663,494.5755811755539,2574.6268245244664,43002.0,9.0,8.09,9.0,8.0
1186,Assassin,Master Yi,#ED2941,605.7318346974207,1808.9230589889464,186279.0,9.0,8.09,9.0,8.0
1187,Marksman,Miss Fortune,#0D1F22,706.6344859280459,950.8234700747338,200492.0,9.0,8.09,9.0,8.0
1188,Fighter,Mordekaiser,#664A40,661.8720040482517,2001.5673659913987,19421.0,9.0,8.09,9.0,8.0
1189,Support,Morgana,#FFB733,474.8713554504851,1068.1435997581734,245010.0,9.0,8.09,9.0,8.0
1190,Support,Nami,#FFB733,310.8266560773652,1121.306262150049,184911.0,9.0,8.09,9.0,8.0
1191,Fighter,Nasus,#664A40,576.6864607583097,2263.578170375353,101337.0,9.0,8.09,9.0,8.0
1192,Tank,Nautilus,#393663,358.566613481357,1973.5806717724274,62220.0,9.0,8.09,9.0,8.0
3678,Mage,Neeko,#25BAA4,0.0,0.0,0.0,9.0,8.09,9.0,8.0
1193,Specialist,Nidalee,#EB8596,550.3627521993712,1737.14095452957,28167.0,9.0,8.09,9.0,8.0
1194,Assassin,Nocturne,#ED2941,553.9728595689289,1875.5187383158739,62539.0,9.0,8.09,9.0,8.0
1195,Tank,Nunu,#393663,390.99634636785277,2438.687888274135,40698.0,9.0,8.09,9.0,8.0
1196,Fighter,Olaf,#664A40,546.4035504232946,2272.588785588201,43363.0,9.0,8.09,9.0,8.0
1197,Mage,Orianna,#25BAA4,631.1671476379635,939.8712285240115,60878.0,9.0,8.09,9.0,8.0
1198,Tank,Ornn,#393663,536.1167682284868,2178.47201714507,47918.0,9.0,8.09,9.0,8.0
1199,Fighter,Pantheon,#664A40,617.1263390857505,1363.2145694130804,53755.0,9.0,8.09,9.0,8.0
1200,Tank,Poppy,#393663,496.1654937089286,2112.164343567646,35412.0,9.0,8.09,9.0,8.0
3668,Support,Pyke,#FFB733,362.75027519773744,1534.6200534909997,0.0,9.0,8.09,9.0,8.0
1201,Specialist,Quinn,#EB8596,706.8961445904766,1181.9693636883587,46685.0,9.0,8.09,9.0,8.0
1202,Support,Rakan,#FFB733,300.1121028644272,1405.414894272333,133923.0,9.0,8.09,9.0,8.0
1203,Tank,Rammus,#393663,460.2752434981207,2654.162481059623,46189.0,9.0,8.09,9.0,8.0
1204,Fighter,Rek'Sai,#664A40,475.1541959934016,2110.118428677956,15395.0,9.0,8.09,9.0,8.0
1205,Fighter,Renekton,#664A40,587.0243841967006,2101.547834693617,69372.0,9.0,8.09,9.0,8.0
1206,Fighter,Rengar,#664A40,585.9542239645889,1847.112824567972,87280.0,9.0,8.09,9.0,8.0
1207,Assassin,Riven,#ED2941,540.3915930793512,1731.0772659273957,91927.0,9.0,8.09,9.0,8.0
1208,Mage,Rumble,#25BAA4,697.3743919958641,1487.8505038186245,20574.0,9.0,8.09,9.0,8.0
1209,Mage,Ryze,#25BAA4,629.5410552692153,1300.1727840730491,46048.0,9.0,8.09,9.0,8.0
1210,Tank,Sejuani,#393663,374.13693265344784,2304.406809957716,39690.0,9.0,8.09,9.0,8.0
1211,Assassin,Shaco,#ED2941,513.3705517688741,1441.1314162527938,82228.0,9.0,8.09,9.0,8.0
1212,Tank,Shen,#393663,393.01831553667057,2051.0668299106296,73322.0,9.0,8.09,9.0,8.0
1213,Fighter,Shyvana,#664A40,551.1501683933886,2205.279302097067,60953.0,9.0,8.09,9.0,8.0
1214,Specialist,Singed,#EB8596,637.7265517091078,2016.063979441458,80649.0,9.0,8.09,9.0,8.0
1215,Tank,Sion,#393663,518.4583904204139,2730.779250867028,96783.0,9.0,8.09,9.0,8.0
1216,Marksman,Sivir,#0D1F22,633.621442573152,989.7184922281543,78247.0,9.0,8.09,9.0,8.0
1217,Fighter,Skarner,#664A40,336.2615150342549,2321.268868852614,22570.0,9.0,8.09,9.0,8.0
1218,Support,Sona,#FFB733,403.6092121511539,1199.6013500250492,122650.0,9.0,8.09,9.0,8.0
1219,Support,Soraka,#FFB733,254.18757324196233,1342.6851725152587,139611.0,9.0,8.09,9.0,8.0
1220,Mage,Swain,#25BAA4,741.301362465987,1736.0277528337228,93224.0,9.0,8.09,9.0,8.0
3701,Mage,Sylas,#25BAA4,0.0,0.0,0.0,9.0,8.09,9.0,8.0
1221,Mage,Syndra,#25BAA4,707.9368401904293,872.0601975254042,36355.0,9.0,8.09,9.0,8.0
1222,Support,Tahm Kench,#FFB733,385.89110695712316,2204.026311187089,53455.0,9.0,8.09,9.0,8.0
1223,Mage,Taliyah,#25BAA4,730.2788193545982,959.5120192032041,20640.0,9.0,8.09,9.0,8.0
1224,Assassin,Talon,#ED2941,707.4567742351823,1332.2288656197613,76427.0,9.0,8.09,9.0,8.0
1225,Support,Taric,#FFB733,203.0966135956803,1856.4516076551974,57901.0,9.0,8.09,9.0,8.0
1226,Specialist,Teemo,#EB8596,793.8635163565814,1069.0784469233572,149954.0,9.0,8.09,9.0,8.0
1227,Support,Thresh,#FFB733,264.108138607361,1355.5752281455084,185310.0,9.0,8.09,9.0,8.0
1228,Marksman,Tristana,#0D1F22,595.1794764680787,1041.5374660093407,145797.0,9.0,8.09,9.0,8.0
1229,Fighter,Trundle,#664A40,447.908015132237,2578.407077745912,101488.0,9.0,8.09,9.0,8.0
1230,Assassin,Tryndamere,#ED2941,581.0386225969362,3008.9367294890167,131448.0,9.0,8.09,9.0,8.0
1231,Mage,Twisted Fate,#25BAA4,608.3787871413582,1086.1363379192699,68142.0,9.0,8.09,9.0,8.0
1232,Marksman,Twitch,#0D1F22,664.2634112753461,1044.979185409888,121598.0,9.0,8.09,9.0,8.0
1233,Fighter,Udyr,#664A40,445.00394361693924,2174.4381242022982,96100.0,9.0,8.09,9.0,8.0
1234,Fighter,Urgot,#664A40,626.7000556653047,1930.2834119248482,46943.0,9.0,8.09,9.0,8.0
1235,Marksman,Varus,#0D1F22,589.6654324110777,1009.0397312213747,121300.0,9.0,8.09,9.0,8.0
1236,Marksman,Vayne,#0D1F22,619.4795971235395,1071.8490525571021,161392.0,9.0,8.09,9.0,8.0
1237,Mage,Veigar,#25BAA4,680.811035309051,876.3026039640174,116596.0,9.0,8.09,9.0,8.0
1238,Mage,Vel'Koz,#25BAA4,779.8134216347538,796.7296156923142,56779.0,9.0,8.09,9.0,8.0
1239,Fighter,Vi,#664A40,501.38059472008456,1894.5418179450548,81108.0,9.0,8.09,9.0,8.0
1240,Mage,Viktor,#25BAA4,737.3352771698061,1099.6071580916769,33181.0,9.0,8.09,9.0,8.0
1241,Mage,Vladimir,#25BAA4,716.8473587913738,2096.6401534623938,109383.0,9.0,8.09,9.0,8.0
1242,Fighter,Volibear,#664A40,480.53532665591047,2284.850034233406,56636.0,9.0,8.09,9.0,8.0
1243,Fighter,Warwick,#664A40,446.2032192141168,2632.445171334193,150594.0,9.0,8.09,9.0,8.0
1244,Fighter,Wukong,#664A40,623.3569983891072,1546.7279114540793,76828.0,9.0,8.09,9.0,8.0
1245,Marksman,Xayah,#0D1F22,641.1892389954303,993.2399946607102,131636.0,9.0,8.09,9.0,8.0
1246,Mage,Xerath,#25BAA4,810.396905667918,742.0213505470076,62072.0,9.0,8.09,9.0,8.0
1247,Fighter,Xin Zhao,#664A40,538.1709016395967,2154.3185171127575,126965.0,9.0,8.09,9.0,8.0
1248,Assassin,Yasuo,#ED2941,660.9567377301847,1509.2476837021636,236130.0,9.0,8.09,9.0,8.0
1249,Fighter,Yorick,#664A40,640.8074101677303,1925.0075523743942,46611.0,9.0,8.09,9.0,8.0
1250,Tank,Zac,#393663,401.0590051244517,3095.310186692077,51865.0,9.0,8.09,9.0,8.0
1251,Assassin,Zed,#ED2941,722.1026946140174,1247.1910995747621,151073.0,9.0,8.09,9.0,8.0
1252,Mage,Ziggs,#25BAA4,822.7528113506032,782.6072029884958,41461.0,9.0,8.09,9.0,8.0
1253,Specialist,Zilean,#EB8596,475.05812121887334,1013.1862328972568,44514.0,9.0,8.09,9.0,8.0
1254,Mage,Zoe,#25BAA4,745.9128485297315,908.4548372572879,70600.0,9.0,8.09,9.0,8.0
1255,Support,Zyra,#FFB733,671.6851142698515,756.3286406571665,86351.0,9.0,8.09,9.0,8.0
1256,Fighter,Aatrox,#664A40,629.2231505611454,2152.0687267596254,42806.0,10.0,8.1,10.0,8.0
1257,Mage,Ahri,#25BAA4,701.0482784427551,1012.8759491841067,131398.0,10.0,8.1,10.0,8.0
1258,Assassin,Akali,#ED2941,634.0662104322544,1788.5933741401052,61660.0,10.0,8.1,10.0,8.0
1259,Tank,Alistar,#393663,272.2032045463633,2148.3475919674165,102589.0,10.0,8.1,10.0,8.0
1260,Tank,Amumu,#393663,472.2591422937372,2198.8622131913994,55139.0,10.0,8.1,10.0,8.0
1261,Mage,Anivia,#25BAA4,622.6933134516761,1601.3555150992029,54673.0,10.0,8.1,10.0,8.0
1262,Mage,Annie,#25BAA4,669.5040240920099,881.8770435333863,70657.0,10.0,8.1,10.0,8.0
1263,Marksman,Ashe,#0D1F22,596.3672987101974,933.4969809136376,111636.0,10.0,8.1,10.0,8.0
1264,Mage,Aurelion Sol,#25BAA4,660.278967154893,1236.3536436724628,30019.0,10.0,8.1,10.0,8.0
1265,Specialist,Azir,#EB8596,662.1885008033483,983.0768041178884,22495.0,10.0,8.1,10.0,8.0
1266,Support,Bard,#FFB733,451.55495361324716,1134.2966052649876,75117.0,10.0,8.1,10.0,8.0
1267,Support,Blitzcrank,#FFB733,317.0800424323664,1584.1064031496426,116094.0,10.0,8.1,10.0,8.0
1268,Mage,Brand,#25BAA4,750.4852083987914,877.2643650581063,166690.0,10.0,8.1,10.0,8.0
1269,Tank,Braum,#393663,231.91499487906773,1582.7517614247715,87406.0,10.0,8.1,10.0,8.0
1270,Marksman,Caitlyn,#0D1F22,635.7372114379598,961.2596827053766,242073.0,10.0,8.1,10.0,8.0
1271,Fighter,Camille,#664A40,567.6161373993551,1754.8416650040194,97147.0,10.0,8.1,10.0,8.0
