,matchid,accountid,win,kills,deaths,assists,totalminionskilled,wardsplaced,totaldamagedealt,magicdamagedealt,physicaldamagedealt,truedamagedealt,damageselfmitigated,damagedealttoobjectives,damagedealttoturrets,totaldamagedealttochampions,magicdamagedealttochampions,physicaldamagedealttochampions,truedamagedealttochampions,totaldamagetaken,physicaldamagetaken,truedamagetaken,totalheal,t2.gameDuration/60,matchRankScore,champName
5681,2695192981,34423128,1,7,2,6,34,11,112503,16476,86046,9980,6880,20308,5605,10083,1928,6895,1260,16181,12697,376,7618,28.0167,,Shaco
5682,2695192981,38463467,0,1,5,2,12,18,14589,10831,3724,33,5208,728,238,3140,2452,687,0,12441,5603,154,2182,28.0167,,Janna
5683,2695192981,38833791,1,5,2,8,144,4,78430,54973,18772,4684,5045,4288,3154,16045,14981,1064,0,13836,6836,525,4535,28.0167,,LeBlanc
5684,2695192981,48590439,1,6,4,4,177,9,127269,61707,56936,8625,14590,8679,3869,11830,5670,6160,0,21498,15725,1273,6347,28.0167,,Nidalee
5685,2695192981,200065182,0,2,9,1,121,18,57890,1957,43954,11978,12409,5276,1457,6418,1258,3960,1200,19677,11209,770,1818,28.0167,,Irelia
5686,2695192981,200386508,1,6,0,9,260,11,170136,1900,161722,6514,7814,18267,13833,17666,690,16788,186,7732,4697,541,6095,28.0167,,Jinx
5687,2695192981,233699260,0,1,2,2,184,6,119096,1161,108416,9518,6624,757,757,10108,0,8337,1770,10004,7228,176,923,28.0167,,Twitch
5688,2695192981,234331729,1,2,1,12,78,26,26379,8930,8460,8989,10520,2015,1626,5432,4481,736,214,9581,5464,636,2766,28.0167,,Braum
5689,2695192981,238171064,0,3,5,4,45,8,138823,35695,92534,10593,19109,12594,185,9530,5778,3369,382,24860,17296,136,12875,28.0167,,Warwick
5690,2695192983,31606629,1,3,0,1,114,3,55947,2030,47481,6435,4918,7064,7064,8179,1270,4823,2085,8760,4721,0,3315,14.9333,,Irelia
5691,2695192983,33290427,1,6,0,1,12,8,83864,4550,69360,9953,5218,23560,1713,6564,347,5914,302,11307,8649,0,7372,14.9333,,Xin Zhao
5692,2695192983,44005047,0,1,6,0,22,5,8388,4132,2383,1872,3129,0,0,3548,2456,789,302,8082,6647,295,0,14.9333,,Lulu
5693,2695192983,47146531,1,8,1,4,120,4,58209,0,53741,4467,2975,8714,8096,11797,0,10948,848,7167,4798,302,2750,14.9333,,Twitch
5694,2695192983,48491713,0,0,2,1,5,3,25178,3091,20386,1700,3426,0,0,366,67,298,0,6107,5578,102,1714,14.9333,,Lee Sin
5695,2695192983,49254441,1,2,0,11,44,7,19397,8230,7357,3809,4894,1599,1435,3310,2102,1207,0,5356,3674,0,3796,14.9333,,Taric
5696,2695192983,206674768,0,0,4,1,77,2,26727,1602,25124,0,1966,0,0,3729,446,3283,0,4818,3865,263,1004,14.9333,,Jinx
5697,2695192983,212031366,0,1,4,0,90,5,47980,36294,10176,1510,4966,0,0,5817,4460,1357,0,10887,6903,328,1713,14.9333,,Ekko
5698,2695192983,213798160,1,1,1,4,84,6,51472,43620,7851,0,1336,2927,2927,4746,4161,585,0,4338,1890,0,1536,14.9333,,Zilean
5699,2695192983,240353659,0,0,4,0,51,3,23964,21036,2927,0,7976,399,0,5520,4830,690,0,12289,7846,2247,1072,14.9333,,Maokai
5700,2695192989,31651580,0,6,6,9,160,17,109828,22505,83866,3455,9515,6141,4191,22351,6810,14535,1004,20063,15435,1370,3765,31.2,,Ezreal
5701,2695192989,38774155,0,8,9,5,166,9,118063,94157,21431,2475,17177,1859,1859,23182,21507,1564,110,29330,20737,2111,2584,31.2,,Kassadin
5702,2695192989,38893603,1,1,5,16,68,25,42810,2650,29455,10704,34389,1768,1127,14929,1330,13599,0,23770,12082,625,7056,31.2,,Poppy
5703,2695192989,41179942,0,11,9,5,199,8,154869,18689,134017,2163,19816,6613,6613,31620,6627,24758,235,27823,18493,2820,2447,31.2,,Jayce
5704,2695192989,50943748,1,15,7,8,62,11,182442,3863,156981,21597,25357,18775,2327,26366,471,19675,6219,35939,25291,783,10471,31.2,,Master Yi
5705,2695192989,202582105,1,12,4,15,222,8,178264,126,161897,16241,15849,24529,10275,38630,126,32983,5519,17218,11118,448,6621,31.2,,Twitch
5706,2695192989,202842009,1,8,9,11,90,18,59828,43743,14477,1607,6847,3697,1936,19791,17454,2138,198,23106,12955,99,2765,31.2,,LeBlanc
5707,2695192989,213941682,0,6,11,9,54,9,130505,6381,111822,12302,24820,18774,614,15209,2209,12206,794,38823,28959,2662,14907,31.2,,Aatrox
5708,2695192989,226113863,0,0,6,14,60,24,35508,8800,10660,16046,35081,1051,611,6699,4528,2171,0,24751,15836,2974,4644,31.2,,Leona
5709,2695192989,237372873,1,4,6,4,146,6,82139,66647,12011,3480,15691,3894,3035,8836,8387,449,0,21622,15147,188,8211,31.2,,Vladimir
5710,2695192991,37136543,0,0,3,3,106,3,69135,54561,8699,5875,2693,240,0,11298,11077,221,0,8360,2255,114,0,20.2167,,Xerath
5711,2695192991,203089153,1,5,1,7,131,7,72863,7630,61909,3323,1699,5839,2619,12099,1450,10410,238,5947,2439,67,1062,20.2167,,Jhin
5712,2695192991,206046650,0,2,6,0,20,8,69715,4424,61030,4260,6635,0,0,2122,0,1984,138,15016,13938,254,5090,20.2167,,Kayn
5713,2695192991,210677023,0,1,5,1,37,8,26171,10897,7072,8201,17219,0,0,7495,6156,1249,90,13865,10721,300,2234,20.2167,,Tahm Kench
5714,2695192991,235752689,0,1,5,0,109,3,40262,728,30882,8651,3697,2831,0,3014,406,2473,134,10821,6384,92,1330,20.2167,,Jinx
5715,2695192991,236026202,1,2,2,9,31,12,19937,7464,7675,4796,9969,1025,720,5831,3693,2138,0,10202,4703,174,2995,20.2167,,Blitzcrank
5716,2695192991,237510371,1,7,0,3,141,8,96092,0,91340,4752,7787,17182,1932,11617,0,11617,0,10336,8264,36,3357,20.2167,,Riven
5717,2695192991,237667342,1,8,0,4,7,8,93909,2290,86311,5307,6971,10415,4901,7232,0,6686,546,11342,8803,0,6318,20.2167,,Udyr
5718,2695192991,237824252,1,4,1,7,110,7,73594,65156,8437,0,2617,2565,1794,10276,10071,205,0,6583,1033,84,663,20.2167,,Lux
5719,2695192991,241270111,0,0,7,0,77,1,46592,4612,40340,1640,7010,362,0,2798,408,2389,0,11324,9743,24,412,20.2167,,Yasuo
5720,2695192992,44497371,0,3,6,21,59,21,51915,24353,16077,11484,68312,3998,1543,12718,8568,4150,0,36202,28537,1555,7021,43.1,,Leona
5721,2695192992,45812403,1,5,4,17,31,31,39168,28032,10784,352,46803,2049,1756,17810,14829,2725,256,23885,12299,270,5223,43.1,,Thresh
5722,2695192992,50040762,1,3,11,12,208,18,135038,0,132485,2552,40027,6052,4983,20078,0,17525,2552,48215,30120,370,7647,43.1,,Darius
5723,2695192992,204258604,0,13,6,11,278,32,228369,15813,208919,3636,55309,19854,3563,32454,4747,27311,396,41230,29401,4076,9328,43.1,,Renekton
5724,2695192992,212408540,1,8,7,8,40,10,210354,3654,186185,20513,20828,14556,6250,25481,457,19459,5564,37102,26409,168,9890,43.1,,Master Yi
5725,2695192992,212604930,0,11,5,7,76,20,243768,9445,221609,12714,30248,23987,1636,32170,2887,28518,764,40436,28545,4882,19361,43.1,,Kha'Zix
5726,2695192992,213907412,1,8,7,12,263,14,193591,23780,166341,3470,10868,16783,13796,19538,1683,17799,56,25969,14362,32,6539,43.1,,Miss Fortune
5727,2695192992,214037971,1,8,8,11,425,23,557314,63726,472318,21267,27551,7679,3093,39388,5893,28368,5126,38611,25112,464,14765,43.1,,Gangplank
5728,2695192992,216514488,0,8,7,16,243,15,221457,199178,15651,6628,18817,12386,1403,44759,43577,1182,0,20321,15963,940,1873,43.1,,Lux
5729,2695192992,240419620,0,2,8,19,194,8,167586,2481,164709,396,14956,7592,2099,21812,1751,19916,144,21589,16651,2102,4204,43.1,,Draven
5730,2695192995,33448151,1,8,3,17,282,9,267867,5350,258801,3715,17517,20222,8404,35999,861,34120,1017,16070,9080,867,4493,40.0167,,Xayah
5731,2695192995,42164730,0,5,13,6,124,20,265650,43730,215784,6135,30760,12716,8201,19578,3955,14237,1386,41174,27903,749,6506,40.0167,,Jax
5732,2695192995,42302682,0,7,10,5,213,22,196177,169219,10489,16468,14140,6940,0,20726,17762,674,2289,23529,13340,885,3165,40.0167,,Zoe
5733,2695192995,47435682,1,12,8,19,244,18,201714,183254,17753,706,23612,5114,3602,31737,28848,2363,526,21307,11820,752,1692,40.0167,,Lux
5734,2695192995,48980791,1,18,9,11,67,5,199968,7231,182408,10329,26189,10659,1505,41616,3918,35761,1937,41520,27413,1299,12996,40.0167,,Kha'Zix
5735,2695192995,51296323,0,12,6,6,208,9,191286,23487,164473,3325,83978,6993,1478,32970,8467,23996,506,62792,30250,2517,4876,40.0167,,Gnar
5736,2695192995,213599744,0,4,12,14,77,35,36706,17040,10418,9247,82269,592,272,12535,8658,3821,56,38202,19005,1445,5648,40.0167,,Leona
5737,2695192995,215914261,1,7,9,11,307,23,260706,244354,14616,1735,15984,24120,6302,43247,40859,2103,285,30032,21057,466,4356,40.0167,,Heimerdinger
5738,2695192995,218795647,0,6,6,10,265,16,271567,57821,212380,1365,13705,12733,4315,27679,5355,21948,375,23574,10901,85,9978,40.0167,,Caitlyn
5739,2695192995,229711160,1,2,5,17,81,40,37550,14972,9811,12766,65241,1662,1110,9010,6272,820,1917,31926,18899,1228,17206,40.0167,,Alistar
5740,2695192999,328917,1,23,8,13,309,14,344183,28546,303022,12614,20800,25694,12259,56984,2284,50994,3706,27094,16477,1802,4098,44.1,,Twitch
5741,2695192999,36601866,0,3,10,17,77,35,46133,24519,12853,8759,68010,1556,657,15254,10173,4762,318,35279,17917,1312,4082,44.1,,Blitzcrank
5742,2695192999,39712608,0,9,10,13,251,15,225013,205228,14265,5519,25549,23692,11353,42999,40147,1022,1829,48023,26976,872,16864,44.1,,Anivia
5743,2695192999,50344439,1,8,10,13,233,16,193666,8185,182063,3417,25751,4692,3875,27170,3931,23238,0,35885,22735,3116,3385,44.1,,Pantheon
5744,2695192999,204792212,1,5,5,21,64,32,44470,23338,11224,9906,67310,1838,861,15656,12589,2843,224,34758,20709,2402,15151,44.1,,Alistar
5745,2695192999,205572837,0,12,12,16,293,17,348649,24946,311359,12342,51511,10749,6054,40827,7291,27802,5732,55103,38390,1231,14844,44.1,,Gangplank
5746,2695192999,226318076,1,10,9,20,282,14,232617,220196,12218,203,13988,8357,5416,51309,49859,1246,203,36992,15595,2097,2407,44.1,,Annie
5747,2695192999,240276640,0,13,12,11,93,48,271986,8358,253367,10260,33816,14864,4028,36275,1967,30824,3482,57167,39689,470,27405,44.1,,Kha'Zix
5748,2695192999,240570023,1,13,12,20,68,23,210573,49809,148344,12419,39395,6791,3698,36626,6664,29632,329,56252,33924,2569,18709,44.1,,Lee Sin
5749,2695192999,243246742,0,7,15,11,142,9,98124,22622,74699,802,19205,8543,3485,20357,6771,13105,480,30211,18689,577,4435,44.1,,Varus
5750,2695193002,33915879,1,15,5,9,186,6,191484,36430,129197,25857,15777,20766,9442,28963,3648,20725,4589,21158,16052,332,7956,33.85,,Vayne
5751,2695193002,200571025,0,4,8,6,157,5,104543,7959,96183,400,5865,1419,1419,20815,3133,17513,168,18302,7337,750,3309,33.85,,Varus
5752,2695193002,203607357,1,4,3,25,96,22,35483,10195,12131,13156,32933,2175,1632,9220,6940,2279,0,16066,10546,703,5414,33.85,,Braum
5753,2695193002,205451915,0,3,9,10,127,6,100347,7716,80634,11997,18941,2316,0,13510,2952,10368,190,29856,11332,1583,776,33.85,,Pantheon
5754,2695193002,208779659,0,7,10,4,72,14,156618,8340,141599,6678,13307,3623,0,21061,4368,15708,984,32680,15800,671,9651,33.85,,Kayn
5755,2695193002,230660974,0,6,11,11,128,11,96368,37150,57152,2065,12220,508,0,16256,11552,4403,300,35007,11164,1887,12306,33.85,,Akali
5756,2695193002,233950806,0,8,7,11,24,28,25062,14609,8711,1740,40777,2119,1880,12910,9958,2283,668,27982,8706,2152,2702,33.85,,Tahm Kench
5757,2695193002,236612392,1,13,5,10,31,25,133886,117802,9487,6596,12765,15746,461,21448,19302,1066,1080,24716,17274,542,7867,33.85,,Evelynn
5758,2695193002,242448885,1,12,7,9,176,1,131721,101849,29871,0,11465,6247,3243,38577,35694,2883,0,27341,18595,320,8460,33.85,,Teemo
5759,2695193002,243578982,1,1,8,15,133,6,84906,73134,10396,1374,10661,3275,1201,16854,14294,1184,1374,20753,10841,414,3455,33.85,,Morgana
5760,2695193008,210528332,0,3,6,27,68,1,121298,91470,22130,7697,63511,1225,1225,24666,17496,3726,3443,60080,34162,9437,34874,48.2833,,Zac
5761,2695193008,215627831,0,12,11,11,331,14,348387,25963,320212,2211,59732,3539,3539,45262,3094,40557,1609,37487,26180,1122,1767,48.2833,,Yasuo
5762,2695193008,216990396,1,1,16,7,122,11,239984,75716,147612,16656,63180,26511,4039,20965,5826,10433,4706,64654,43913,3691,8946,48.2833,,Skarner
5763,2695193008,219281334,1,12,9,14,233,29,258108,221762,25897,10448,29927,12351,7621,39470,35445,3053,971,34701,26368,1348,7574,48.2833,,Ekko
5764,2695193008,219397493,1,11,5,12,323,16,368023,9294,346798,11930,16060,25572,8205,60815,3559,52418,4837,23063,15422,654,6557,48.2833,,Jinx
5765,2695193008,229006114,0,15,9,10,315,20,321984,97412,223077,1494,28619,10611,9256,46311,9483,36292,534,37344,22020,632,7465,48.2833,,Tristana
5766,2695193008,230304565,1,9,8,10,182,24,287118,62461,211278,13378,79000,32155,7735,37479,5108,26737,5633,62542,46057,2960,21751,48.2833,,Tryndamere
5767,2695193008,233278007,1,1,5,16,57,17,71844,43649,14259,13936,77882,3344,1190,15362,8722,3031,3608,37300,23360,1607,11865,48.2833,,Blitzcrank
5768,2695193008,234058747,0,2,3,19,39,35,73028,55395,14604,3029,19244,3442,2898,19862,15015,2317,2529,27787,18420,844,32581,48.2833,,Sona
5769,2695193008,238727417,0,9,5,15,204,21,194526,11114,180655,2756,86882,10911,10911,42134,6803,32574,2756,51299,31358,9315,8427,48.2833,,Garen
5770,2695193011,40200416,0,1,8,7,63,13,140307,4083,129898,6325,28156,5009,1207,9273,1582,7066,623,41097,26639,797,16734,32.9167,,Trundle
5771,2695193011,43882896,0,1,9,6,167,8,115193,31795,80852,2545,49027,1854,1343,13872,5663,8208,0,40634,29705,239,1743,32.9167,,Nasus
5772,2695193011,47029289,1,8,5,7,166,11,117518,97653,19584,280,4514,5830,3608,21961,20948,1012,0,8388,3250,76,915,32.9167,,Lux
5773,2695193011,50407167,0,16,4,1,254,9,195801,181920,13881,0,11701,702,702,27242,26063,1179,0,18659,10584,256,559,32.9167,,Orianna
5774,2695193011,204758301,0,2,5,3,55,31,22740,7680,6969,8089,31652,0,0,6293,4047,2039,206,23493,16716,511,3231,32.9167,,Blitzcrank
5775,2695193011,215385266,1,3,6,19,35,28,32658,23901,8296,460,13382,1768,967,10374,8335,1578,460,17631,9590,366,1173,32.9167,,Thresh
5776,2695193011,216162055,1,5,5,14,47,25,149793,26186,110563,13044,29719,21545,3765,12982,1814,10880,288,35597,21596,3289,11122,32.9167,,Lee Sin
5777,2695193011,218191507,1,6,5,9,249,8,181639,696,180918,25,25465,7299,7299,26555,696,25834,25,24723,14996,264,4002,32.9167,,Riven
5778,2695193011,226323866,0,2,9,6,183,16,97832,1458,94487,1886,8345,2449,317,5673,245,5260,166,17612,10088,252,1981,32.9167,,Jinx
5779,2695193011,227574883,1,13,2,14,250,23,249279,32601,209023,7655,4984,21638,10256,46739,13038,32419,1281,13860,6223,0,4166,32.9167,,Ezreal
5780,2695193012,32994672,1,7,4,1,203,16,185437,29421,143604,12412,17305,26476,10824,14136,4595,9431,110,23767,14761,80,3307,31.3333,,Jax
5781,2695193012,39755109,0,1,7,5,165,13,89352,59827,26784,2740,39970,2773,2222,12775,10279,2495,0,21965,12119,363,1856,31.3333,,Tahm Kench
5782,2695193012,44630125,1,4,1,7,216,12,149752,131739,14878,3135,11932,5337,1112,23770,22789,980,0,22793,9411,360,26337,31.3333,,Vladimir
5783,2695193012,200227066,0,2,5,6,215,11,138368,16246,115312,6810,4815,6507,1003,19401,4251,15150,0,11677,5917,230,1952,31.3333,,Varus
5784,2695193012,203218376,1,2,3,10,202,8,119027,13251,101841,3935,8017,12424,2151,11461,1341,10120,0,15977,9498,0,2478,31.3333,,Lucian
5785,2695193012,204035815,0,4,1,3,201,7,110280,101472,8808,0,5144,121,0,15270,14880,390,0,9474,4383,208,2580,31.3333,,Veigar
5786,2695193012,216190090,0,2,5,7,7,26,17220,14331,2889,0,11169,933,328,8534,7742,791,0,15105,8069,305,5432,31.3333,,Karma
5787,2695193012,219589550,0,3,4,5,33,14,121702,19236,93370,9096,26989,3908,0,12097,1465,10004,626,24510,15274,304,6856,31.3333,,Jarvan IV
5788,2695193012,221463936,1,7,1,5,84,9,203800,8785,181906,13108,26832,24946,11417,11351,344,9707,1300,24500,15996,142,10219,31.3333,,Udyr
5789,2695193012,231322325,1,2,4,10,19,19,18148,11032,7115,0,16450,857,154,5780,4760,1020,0,11242,6453,44,5172,31.3333,,Rakan
5790,2695193013,35050329,1,4,6,26,48,30,31281,22484,8188,609,20019,1954,1678,13797,10355,3062,380,23937,6681,481,15445,35.55,,Nami
5791,2695193013,42256666,1,8,9,7,192,21,159852,54388,103077,2386,27511,3013,494,27456,18429,7207,1818,43578,19084,1367,18666,35.55,,Akali
5792,2695193013,42719782,0,6,7,7,155,39,170798,32381,130059,8357,6610,11877,2847,29360,8957,20203,200,22010,6781,1261,2912,35.55,,Ezreal
5793,2695193013,44666956,0,1,13,11,41,19,27965,13227,10033,4703,41275,1684,841,8588,4600,2297,1690,31336,11869,2590,519,35.55,,Leona
5794,2695193013,49266963,1,14,8,13,158,11,134126,5894,126431,1799,21413,7269,3216,33524,2500,29564,1459,28716,10038,830,10106,35.55,,Xayah
5795,2695193013,201256221,1,10,9,7,208,13,162745,89930,19782,53032,11353,9945,9945,29875,19926,953,8996,28218,9350,1168,6485,35.55,,Ahri
5796,2695193013,201851698,1,10,7,17,53,21,124502,101115,13927,9458,26758,8775,1650,32579,29296,1637,1646,37032,15500,1273,11232,35.55,,Evelynn
5797,2695193013,205182382,0,8,10,8,60,13,198114,98856,86065,13193,40738,26224,3940,23959,10818,11467,1673,49231,23342,4216,10468,35.55,,Shyvana
5798,2695193013,214491235,0,5,7,15,178,11,161348,141536,9342,10469,54714,7637,5314,37474,35456,1324,694,35835,17907,4392,5309,35.55,,Galio
5799,2695193013,221758177,0,19,10,7,187,10,183702,162496,18710,2494,28655,12304,6974,38511,35265,2382,863,28724,10749,1839,5470,35.55,,Diana
5800,2695193016,34500231,1,5,5,28,73,20,60145,26893,17044,16207,68311,6676,2316,11127,7157,3718,252,29339,19760,3020,16679,38.0667,,Taric
5801,2695193016,203037640,1,8,9,3,167,14,147613,104622,35711,7279,12036,11921,6273,27051,23228,3075,748,24185,16967,521,2878,38.0667,,Teemo
5802,2695193016,204882492,1,15,10,15,247,24,286727,48375,232720,5631,14852,5532,5532,61402,7853,53292,256,25300,17444,2108,5707,38.0667,,Jinx
5803,2695193016,212665704,0,10,7,6,190,18,174857,4458,161731,8669,94215,8417,4166,24484,4458,17650,2375,56060,36238,1063,612,38.0667,,Garen
5804,2695193016,213872280,1,6,9,20,81,11,149962,69156,77857,2949,44886,13350,2369,22410,10818,10901,689,42453,28496,3646,3991,38.0667,,Shyvana
5805,2695193016,214405487,0,5,9,11,207,13,179257,38564,138804,1888,8190,9994,2007,32535,8445,23078,1012,23420,11267,402,1201,38.0667,,Jhin
5806,2695193016,215853691,0,4,7,5,146,8,121231,106644,14424,162,6214,2848,2848,13449,12639,810,0,18017,7143,353,2269,38.0667,,Veigar
5807,2695193016,217522606,0,14,14,4,117,12,258088,15664,212999,29424,28314,24469,3727,32850,1049,24226,7574,41756,26213,737,9539,38.0667,,Master Yi
5808,2695193016,226743840,1,11,5,13,196,29,168697,146622,18782,3293,24442,13764,9893,30956,26039,3758,1159,27121,16667,2666,6640,38.0667,,Ekko
5809,2695193016,235380430,0,5,8,13,61,19,57270,25525,16209,15535,55621,4435,4027,11690,8255,3434,0,47636,26894,548,3753,38.0667,,Blitzcrank
5810,2695193022,32718106,0,3,7,3,190,7,125744,92063,33680,0,8430,6100,6100,11498,9036,2461,0,19566,11253,248,3364,24.1333,,Kayle
5811,2695193022,35508499,1,7,4,7,146,2,143549,0,137755,5794,11277,17358,4992,18370,0,18154,216,12962,8535,1078,1746,24.1333,,Draven
5812,2695193022,36741134,1,6,2,10,55,10,154325,10694,131542,12088,17855,28401,5970,17937,940,16299,698,26419,19012,310,15989,24.1333,,Xin Zhao
5813,2695193022,37376694,0,0,4,7,142,13,50260,145,47197,2917,8263,2046,2046,5368,145,4734,488,12874,9489,196,4785,24.1333,,Vayne
5814,2695193022,39942300,1,3,2,13,9,25,17052,10972,5701,378,5383,5306,3472,6418,5002,1194,222,9842,6563,270,5921,24.1333,,Janna
5815,2695193022,49716894,1,6,1,9,154,13,114754,100464,12809,1480,5154,9173,5731,19747,18946,801,0,9121,5221,0,1077,24.1333,,Veigar
5816,2695193022,214264634,0,1,3,8,69,19,29040,11466,10213,7360,21325,845,845,5833,3537,1464,832,13501,9053,70,748,24.1333,,Ornn
5817,2695193022,215327854,0,6,5,2,50,9,111083,32564,73426,5092,18393,0,0,8203,2479,5377,346,27120,20806,126,8782,24.1333,,Hecarim
5818,2695193022,231354003,1,3,6,7,148,20,91527,4681,86845,0,6289,1813,1813,14352,895,13456,0,11633,8818,8,1545,24.1333,,Zed
5819,2695193022,241252590,0,5,6,4,167,8,97619,6829,89279,1510,25926,6767,6767,10999,2445,8554,0,24205,18010,496,363,24.1333,,Nasus
5820,2695193023,41111917,0,7,6,18,115,10,189126,123069,39883,26174,71699,4696,1129,20522,15080,3693,1748,33137,18259,1326,4409,35.2167,,Nautilus
5821,2695193023,41870463,1,8,8,14,161,5,122483,118017,4260,205,27297,5890,2549,28309,27716,573,20,32408,19060,5042,1616,35.2167,,Singed
5822,2695193023,49879861,0,15,7,11,243,8,233508,46971,153546,32990,19882,9821,4364,40210,3379,29223,7607,36586,13511,935,4886,35.2167,,Vayne
5823,2695193023,207407243,0,9,8,10,319,15,370181,33792,326752,9636,18675,13222,6086,27905,7750,17358,2795,34577,18341,1006,8551,35.2167,,Gangplank
5824,2695193023,208536131,1,2,8,15,41,25,37975,29542,6266,2166,17041,3071,1462,14794,10714,2261,1818,25498,15054,2972,11556,35.2167,,Bard
5825,2695193023,220133270,1,9,8,10,189,12,173889,152572,15996,5320,8968,18711,9038,32719,31832,845,42,22925,11325,2038,826,35.2167,,Annie
5826,2695193023,226660940,0,11,7,4,154,12,119281,65330,12051,41899,6731,4725,2282,17812,12737,817,4257,16883,9674,620,2795,35.2167,,Ahri
5827,2695193023,228692359,0,0,8,24,9,18,21071,18182,2119,769,7460,855,543,7503,6015,968,519,23800,5495,685,27907,35.2167,,Soraka
5828,2695193023,228708021,1,6,8,7,216,9,207884,2518,186988,18378,15299,30254,11749,16768,660,15925,182,24397,13860,1213,5247,35.2167,,Jinx
5829,2695193023,232281421,1,11,10,11,68,12,152127,35068,107527,9531,33347,10583,2356,24913,3239,19162,2511,44384,25168,5661,11321,35.2167,,Hecarim
5830,2695193027,32520617,0,4,7,6,91,11,156436,5004,143013,8417,16167,852,626,12086,273,9059,2753,24955,15612,1065,6507,31.5833,,Master Yi
5831,2695193027,35370718,0,7,10,5,185,12,127600,4920,121511,1168,27272,5365,1822,22349,4102,17847,400,38560,22210,950,12088,31.5833,,Aatrox
5832,2695193027,37193593,0,0,5,13,13,52,12495,7640,4253,601,22619,738,460,3706,2546,559,601,21411,10033,1340,6473,31.5833,,Rakan
5833,2695193027,39983929,1,12,4,9,212,8,165387,149640,13985,1760,14192,8022,2523,24969,23950,744,274,16559,9239,171,919,31.5833,,Orianna
5834,2695193027,51021944,1,8,7,7,23,31,147804,4601,136104,7098,24694,10310,2219,16864,244,15519,1100,25267,15554,1081,6725,31.5833,,Vi
5835,2695193027,200078710,1,7,4,14,160,8,94199,49791,42560,1847,56983,9241,5396,19010,9773,9036,200,31467,16819,1357,3826,31.5833,,Shen
5836,2695193027,208693446,0,7,7,8,218,14,149980,29252,120411,316,13069,4321,488,25227,8634,16417,176,24374,17177,1505,3685,31.5833,,Ezreal
5837,2695193027,213387731,0,7,7,5,219,12,151078,127224,10384,13470,14061,0,0,25666,24915,750,0,20651,10761,825,809,31.5833,,Azir
5838,2695193027,215711091,1,7,8,16,208,8,177024,1900,158394,16729,13609,8982,8982,28230,509,24396,3323,27554,18447,1274,5870,31.5833,,Twitch
5839,2695193027,240982983,1,2,2,20,23,27,30105,22546,5825,1733,9379,7039,4021,14712,11521,2401,789,11945,6374,46,18807,31.5833,,Sona
5840,2695193028,38752842,1,6,1,10,201,8,140112,11312,120612,8187,33152,16311,11755,14425,3859,10550,16,31623,18602,1056,13846,29.1667,,Trundle
5841,2695193028,40483593,1,2,5,19,29,34,27140,16320,8016,2803,14731,4586,1071,10405,7516,1668,1219,18831,9705,201,3200,29.1667,,Thresh
5842,2695193028,200638861,0,2,4,12,54,19,23450,11103,7958,4388,27509,3746,1587,6300,4835,1464,0,19671,14106,1551,6392,29.1667,,Taric
5843,2695193028,205084615,0,3,10,10,191,3,146919,6477,138391,2050,10436,17717,8142,22077,2465,19612,0,17996,9447,418,1717,29.1667,,Caitlyn
5844,2695193028,208014403,0,9,11,3,34,14,108129,29214,72060,6854,30231,8239,0,17285,8298,7709,1278,33309,25954,1408,13003,29.1667,,Warwick
5845,2695193028,210369452,1,12,6,10,124,10,123673,2655,117576,3441,9799,9900,8344,32586,981,29661,1943,19290,10538,216,1848,29.1667,,Draven
5846,2695193028,213741986,0,6,3,5,53,8,33594,13810,15825,3958,22417,1739,105,11995,7908,3475,611,16971,11818,666,580,29.1667,,Braum
5847,2695193028,229058613,0,5,6,11,92,10,81780,63890,9358,8531,7701,3762,945,24563,23626,936,0,16743,10071,580,1969,29.1667,,Xerath
5848,2695193028,233118749,1,10,7,8,132,11,78647,61223,16476,946,9002,653,653,19072,14597,3527,946,21127,11841,150,3847,29.1667,,Fizz
5849,2695193028,237544740,1,4,6,8,19,20,137912,6945,114059,16906,14778,28333,3640,7647,0,7148,498,32059,22140,266,12184,29.1667,,Kayn
5850,2695193030,322499,0,11,11,1,55,24,139026,12415,117481,9130,16242,11264,1572,19627,2315,14651,2660,31470,17851,699,7705,31.1833,,Shaco
5851,2695193030,41216585,1,2,6,16,32,28,33460,21634,6251,5574,18476,2654,1351,13157,9590,2608,958,24707,16393,771,13305,31.1833,,Bard
5852,2695193030,42221498,0,3,5,7,41,23,23446,16300,2653,4493,11758,2004,70,9841,7320,1208,1313,18736,9482,1149,11210,31.1833,,Janna
5853,2695193030,50459421,0,3,6,8,202,9,138402,1092,131059,6250,14376,8326,652,16845,428,16339,78,18871,8179,824,4855,31.1833,,Jinx
5854,2695193030,203164041,1,8,3,4,249,12,202989,96202,97767,9020,41988,16260,13270,22259,9880,12123,255,35814,25460,3104,160,31.1833,,Nasus
5855,2695193030,209358765,1,6,8,5,186,10,135162,614,126131,8415,12043,7757,6325,16364,614,13730,2019,17613,11204,626,3835,31.1833,,Twitch
5856,2695193030,209947019,1,3,4,11,204,14,145521,139415,5953,152,5344,4311,2599,23371,22918,410,42,12802,6841,0,1778,31.1833,,Xerath
5857,2695193030,219091381,1,7,1,9,87,14,218518,84995,118152,15369,31057,18389,6183,18058,8573,8603,882,39281,25166,1874,16532,31.1833,,Shyvana
