,matchid,accountid,win,kills,deaths,assists,totalminionskilled,wardsplaced,totaldamagedealt,magicdamagedealt,physicaldamagedealt,truedamagedealt,damageselfmitigated,damagedealttoobjectives,damagedealttoturrets,totaldamagedealttochampions,magicdamagedealttochampions,physicaldamagedealttochampions,truedamagedealttochampions,totaldamagetaken,physicaldamagetaken,truedamagetaken,totalheal,t2.gameDuration/60,matchRankScore,champName
2883,2695192070,208586056,1,4,6,6,276,16,194856,175220,17916,1720,11465,13238,9383,11947,11627,320,0,15714,8410,1879,845,37.8333,,Malzahar
2884,2695192070,208844828,1,12,3,12,316,16,307200,65616,233165,8419,16096,22770,10930,38625,4226,33525,874,18082,9134,1962,7278,37.8333,,Xayah
2885,2695192070,220631518,0,8,6,10,246,13,231342,38708,190174,2460,16567,648,648,19512,3280,15926,306,27535,15256,642,4104,37.8333,,Tristana
2886,2695192070,221838104,1,8,8,10,61,35,74671,67906,4520,2245,7506,11090,2698,33913,32042,681,1189,25794,12422,3225,4397,37.8333,,Brand
2887,2695192070,230548878,0,10,3,10,276,15,210386,120496,22069,67819,15218,0,0,32754,23890,1367,7496,19312,9020,486,7764,37.8333,,Ahri
2888,2695192070,231180397,0,5,11,9,70,16,183670,2423,160203,21043,20056,14818,2293,16042,0,12261,3781,31899,21392,510,8881,37.8333,,Master Yi
2889,2695192070,240804750,0,6,7,10,260,18,239456,39009,196683,3762,64717,4755,4755,26243,6355,19358,529,51224,20378,529,0,37.8333,,Nasus
2890,2695192071,37831646,1,4,4,15,153,6,121490,66105,18684,36700,6791,4405,4405,22836,15508,2583,4743,19368,11573,1460,5819,28.5833,,Ahri
2891,2695192071,39122934,0,8,6,4,173,6,136078,18376,115789,1911,6804,12155,7058,26469,5296,20396,776,16506,9656,1155,1559,28.5833,,Ezreal
2892,2695192071,39977902,1,8,6,15,44,12,132371,9492,111582,11296,20753,4230,1647,12151,1053,10007,1091,25489,19528,161,7652,28.5833,,Jarvan IV
2893,2695192071,44225923,1,9,5,10,213,8,147655,20565,117282,9806,8741,19468,6692,17422,2168,12021,3232,17945,13743,161,5005,28.5833,,Vayne
2894,2695192071,50141057,0,1,8,10,34,24,19613,13335,6222,55,24481,2687,1493,6493,5041,1452,0,18901,12276,3075,1951,28.5833,,Thresh
2895,2695192071,201707485,1,5,3,21,47,20,23919,7841,9209,6868,32519,870,686,9411,5991,3419,0,18971,13420,309,6657,28.5833,,Leona
2896,2695192071,206738212,0,3,5,6,138,11,101326,85952,14956,416,12756,3282,3282,14561,11891,2670,0,21338,11765,2121,6159,28.5833,,Ekko
2897,2695192071,218714074,0,6,8,6,169,22,111672,0,109534,2137,16572,2394,2394,15813,0,15813,0,22446,13938,1839,1856,28.5833,,Riven
2898,2695192071,229260009,1,10,5,16,163,14,111617,8324,98665,4628,19284,7293,4557,20329,2931,17260,138,23288,17166,497,4061,28.5833,,Gnar
2899,2695192071,242647197,0,5,9,3,57,10,166272,6971,150061,9240,15030,0,0,14328,2000,11515,812,28091,19783,1013,9350,28.5833,,Kayn
2900,2695192073,37912440,1,2,9,3,94,13,106387,248,99768,6371,11296,15442,6359,14327,130,14151,45,24817,13926,951,3376,25.3,,Illaoi
2901,2695192073,44622088,0,3,9,6,91,7,58561,34785,16009,7767,7855,495,495,11427,7305,3409,712,24327,9688,507,5860,25.3,,Kayle
2902,2695192073,46062680,1,7,3,14,131,7,138297,13882,113628,10785,9400,13957,8195,24209,3562,18887,1759,20710,14032,1269,7210,25.3,,Varus
2903,2695192073,212650546,0,2,8,6,9,15,12538,7551,4058,928,13174,1222,0,3580,2351,1228,0,19103,8780,547,2199,25.3,,Rakan
2904,2695192073,216333760,1,4,2,16,17,13,25166,18614,5071,1480,5635,2053,1651,6405,5475,446,483,10709,4874,731,20984,25.3,,Soraka
2905,2695192073,228031856,1,15,6,9,51,8,127729,48481,69003,10245,24440,29236,4464,21511,11022,9769,720,29613,21583,958,12870,25.3,,Warwick
2906,2695192073,235126655,1,11,0,14,80,8,93487,83136,9548,802,8797,3916,3916,27475,25269,2032,174,12377,8445,170,2009,25.3,,Lux
2907,2695192073,237163675,0,6,10,1,103,10,74558,56682,15553,2322,20326,1947,1947,14387,9343,2721,2322,30855,20595,1060,3307,25.3,,Cho'Gath
2908,2695192073,237295864,0,2,5,8,132,4,96180,797,90290,5091,8699,4928,3075,24157,507,23315,333,18257,10383,864,2066,25.3,,Miss Fortune
2909,2695192073,238154901,0,7,7,6,2,4,46286,35041,8747,2498,6064,0,0,11628,10044,870,714,17790,10980,480,5280,25.3,,Nidalee
2910,2695192078,31857582,1,1,3,4,96,7,54995,15489,33844,5662,7929,2615,2615,3878,924,2358,596,10629,9056,78,158,20.5167,,Volibear
2911,2695192078,51303473,1,6,2,5,140,6,87817,4081,82797,938,3966,9276,4425,15718,1333,13445,938,7824,6088,106,832,20.5167,,Miss Fortune
2912,2695192078,218859530,0,0,3,2,5,12,5847,3283,2563,0,3331,248,248,2369,1947,421,0,8071,5865,23,3544,20.5167,,Sona
2913,2695192078,226820497,1,9,1,5,123,7,79876,65774,9505,4597,2475,5660,5603,13143,12152,648,342,4676,3592,130,0,20.5167,,Veigar
2914,2695192078,228669972,0,0,5,3,28,8,72427,48908,17238,6280,10509,1133,1133,5135,4385,234,514,22032,12972,2927,14480,20.5167,,Zac
2915,2695192078,228753126,1,4,0,9,30,9,102698,68767,22408,11522,18633,7365,1437,8469,5739,1011,1717,17206,14127,20,6216,20.5167,,Amumu
2916,2695192078,232236949,0,1,1,1,138,6,63819,218,61163,2437,2817,620,620,4306,41,4193,72,7080,4765,266,675,20.5167,,Xayah
2917,2695192078,232411023,1,0,0,10,7,9,7231,4446,2544,240,1273,2251,1509,2214,1454,522,237,3152,1888,210,83,20.5167,,Lulu
2918,2695192078,238608612,0,1,6,0,76,8,49922,0,49603,319,4102,0,0,4046,0,3727,319,11064,3456,297,403,20.5167,,Talon
2919,2695192078,242534573,0,4,5,0,104,9,70626,4363,58597,7665,7594,1177,1177,9412,736,8676,0,12241,7083,707,451,20.5167,,Yasuo
2920,2695192080,34816336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,,Ezreal
2921,2695192080,35437906,0,0,0,0,0,0,8734,0,7894,840,453,0,0,0,0,0,0,1268,992,0,683,3.35,,Graves
2922,2695192080,36530478,1,0,0,0,19,0,3971,0,3771,200,0,720,720,0,0,0,0,0,0,0,0,3.35,,Vayne
2923,2695192080,43064531,1,0,0,0,19,1,5128,0,5084,44,588,0,0,387,0,343,44,1038,383,22,0,3.35,,Riven
2924,2695192080,45722246,0,0,0,0,5,1,525,284,241,0,0,0,0,133,98,34,0,0,0,0,0,3.35,,Lulu
2925,2695192080,205219798,0,0,0,0,11,1,3263,2389,873,0,232,0,0,325,243,82,0,783,134,0,0,3.35,,Veigar
2926,2695192080,206711223,1,0,0,0,3,0,1494,80,1077,337,182,175,175,0,0,0,0,507,408,0,20,3.35,,Blitzcrank
2927,2695192080,211260632,1,0,0,0,16,1,3633,1930,1703,0,156,0,0,783,648,134,0,553,310,0,0,3.35,,Syndra
2928,2695192080,218644296,0,0,0,0,13,1,3164,1146,1996,22,214,0,0,1006,632,352,22,719,675,44,0,3.35,,Kennen
2929,2695192080,221217126,1,0,0,0,0,1,6711,2270,4397,44,540,0,0,0,0,0,0,1460,1460,0,865,3.35,,Warwick
2930,2695192081,34917005,0,9,16,6,209,5,251226,27256,214149,9820,44488,30290,14314,37347,7177,28036,2132,37154,22619,1344,1912,44.5667,,Jax
2931,2695192081,43642018,0,19,9,6,171,21,197737,163701,29894,4142,29062,7500,4534,43131,36287,4312,2532,44010,31416,776,17954,44.5667,,Ekko
2932,2695192081,213786175,1,7,9,22,301,20,325334,5050,315076,5207,37762,11192,8464,29796,1549,25918,2328,33333,17451,2235,3564,44.5667,,Yasuo
2933,2695192081,215088837,1,8,6,18,75,18,103144,89522,7081,6540,10669,2605,1821,23053,22217,641,195,19110,8071,724,3405,44.5667,,Lux
2934,2695192081,219128668,1,5,18,10,161,17,140863,0,140488,375,16055,11445,6281,25284,0,25014,270,34433,17839,417,2929,44.5667,,Xayah
2935,2695192081,227528476,0,5,8,17,20,20,40491,26734,6409,7347,31319,4668,2437,13374,10790,964,1619,25112,18568,700,6785,44.5667,,Janna
2936,2695192081,227891639,0,12,12,18,181,14,195525,27729,162401,5395,20520,18812,2932,29696,4212,25484,0,34598,24408,149,7686,44.5667,,Ashe
2937,2695192081,229594175,1,15,19,13,62,3,178722,41028,123982,13711,22746,2734,0,31385,5695,24602,1087,39303,26125,1117,13742,44.5667,,Kindred
2938,2695192081,230474954,0,13,7,8,143,6,193953,35436,147511,11005,52119,25765,1948,24191,8839,13733,1619,51306,38202,1614,21322,44.5667,,Warwick
2939,2695192081,232569208,1,16,6,21,230,15,204924,135922,66268,2733,97983,2171,1581,35356,19703,14948,704,48792,29015,3409,2127,44.5667,,Volibear
2940,2695192085,489918,0,10,9,7,244,14,193452,74080,116241,3130,10033,3939,2394,22466,5066,17009,390,21680,9282,405,4364,32.3333,,Tristana
2941,2695192085,33022507,1,1,6,8,183,7,134478,11587,119515,3376,23839,6124,6124,16318,2531,13787,0,30995,13583,598,1280,32.3333,,Gnar
2942,2695192085,40402680,0,3,6,15,46,20,25419,9714,7004,8700,27858,693,194,8623,6672,1950,0,23756,10771,297,5670,32.3333,,Braum
2943,2695192085,45474675,0,4,7,13,27,6,110589,77912,25812,6864,38297,2405,0,18323,12941,3871,1510,39065,22196,941,16122,32.3333,,Maokai
2944,2695192085,207090141,0,2,6,8,151,13,95440,56100,38322,1018,40128,221,221,21459,16245,5142,72,29586,18518,413,4801,32.3333,,Tahm Kench
2945,2695192085,211186738,1,6,8,16,128,23,153320,19525,117481,16313,8553,24529,10627,24296,6718,17193,385,17995,9721,108,1687,32.3333,,Ezreal
2946,2695192085,228000357,1,8,5,19,11,26,59809,46762,8085,4961,14735,11201,2123,25412,21106,3305,999,20946,11520,352,8227,32.3333,,Bard
2947,2695192085,241374156,1,8,3,12,197,14,149035,135170,13441,423,15943,5779,3911,21904,20124,1780,0,19883,10197,594,5382,32.3333,,Ryze
2948,2695192085,241791365,0,8,11,3,186,10,125572,115388,9453,730,12709,2976,1555,14359,12939,774,646,23460,11899,969,1173,32.3333,,Malzahar
2949,2695192085,243625659,1,15,5,15,68,5,170354,40249,117256,12848,31252,25656,6127,22233,10108,10483,1642,34574,19320,966,19517,32.3333,,Warwick
2950,2695192087,44722610,1,5,3,6,95,13,247285,90951,141313,15020,35139,40888,10088,17978,7583,8403,1992,39535,26158,997,16350,37.3167,,Shyvana
2951,2695192087,206051355,1,11,7,0,249,20,222704,698,204275,17730,31837,20131,7630,24603,698,19337,4567,30481,15485,644,5611,37.3167,,Master Yi
2952,2695192087,206978291,0,4,3,4,140,6,203056,156300,35971,10783,67098,1793,1571,17570,12802,2625,2141,33931,24449,2477,8618,37.3167,,Rammus
2953,2695192087,211614369,0,6,4,7,286,23,219798,73271,142060,4466,15915,2545,1356,26387,9654,16733,0,27196,20880,2070,7737,37.3167,,Varus
2954,2695192087,216642437,0,6,8,7,31,18,45733,35251,8118,2363,14963,1470,1470,13769,11639,2033,96,23143,17974,1615,15385,37.3167,,Sona
2955,2695192087,217797302,1,3,5,2,241,10,181586,6584,173005,1996,21845,10940,7316,15655,108,15166,380,24766,11181,1282,5770,37.3167,,Zed
2956,2695192087,228479864,1,1,3,7,150,12,139203,22338,112240,4623,10433,10783,4235,16318,3924,12328,66,19172,8746,96,3702,37.3167,,Ezreal
2957,2695192087,231825809,0,4,2,7,238,14,187148,176253,10895,0,10865,1121,683,20982,20696,285,0,13557,10536,242,3796,37.3167,,Fiddlesticks
2958,2695192087,232122038,1,0,2,5,48,30,38175,21794,9843,6537,22226,5889,1949,5043,4241,801,0,17827,7390,218,3814,37.3167,,Nautilus
2959,2695192087,243546424,0,0,3,1,42,0,20885,582,20302,0,4952,26,26,2992,582,2409,0,7459,6630,601,87,37.3167,,Garen
2960,2695192094,37524598,0,2,8,2,94,3,38977,7765,31212,0,11653,0,0,7597,2269,5328,0,19883,13910,468,737,20.7833,,Jax
2961,2695192094,38033859,1,5,3,5,138,5,87580,4511,80915,2152,7067,5537,5537,15224,1156,13627,440,14204,10152,317,1144,20.7833,,Gnar
2962,2695192094,40660735,0,1,8,3,112,7,73849,57714,10464,5670,9955,2821,2821,4440,3595,835,10,15185,8238,58,378,20.7833,,Diana
2963,2695192094,46907888,1,7,2,12,142,6,88942,75832,11600,1510,5496,4754,4754,17830,16317,1513,0,7925,4730,24,0,20.7833,,Lux
2964,2695192094,203387090,0,4,10,5,18,4,66678,32331,30955,3392,12543,5007,0,7950,3400,3873,676,23582,16994,357,4018,20.7833,,Shyvana
2965,2695192094,203878040,0,2,6,7,120,5,63977,2766,59801,1410,4575,2336,0,11712,1618,9676,418,11548,9598,140,1962,20.7833,,Ashe
2966,2695192094,211249368,1,1,2,18,72,19,33295,10426,13637,9231,20349,2203,1584,7724,4292,3431,0,13202,7740,546,3074,20.7833,,Nautilus
2967,2695192094,226290629,0,3,6,4,40,6,32776,28826,3527,422,5224,0,0,8944,7414,1108,422,11099,7121,146,264,20.7833,,Karma
2968,2695192094,231346343,1,15,2,3,37,3,90290,3163,76010,11116,7601,26060,3915,14057,1024,12631,402,15394,11354,316,6787,20.7833,,Kha'Zix
2969,2695192094,243952231,1,9,3,10,130,2,74902,2813,71199,890,5999,6149,6149,11874,558,10988,328,10172,6914,321,2703,20.7833,,Jhin
2970,2695192102,31975253,0,2,7,10,178,11,152814,0,152814,0,22978,12381,2245,16422,0,16422,0,28356,16635,1380,7158,28.8333,,Tryndamere
2971,2695192102,36993994,1,5,4,8,148,10,101835,17200,81229,3405,21130,13684,11245,11893,4207,7654,32,23917,17894,390,519,28.8333,,Nasus
2972,2695192102,44356010,0,8,5,5,141,9,102300,77880,22768,1651,12015,7771,4510,22753,21002,1579,171,22008,13948,1806,3216,28.8333,,Kassadin
2973,2695192102,47814758,0,8,7,4,162,9,102671,731,100094,1845,10828,5290,2443,15122,731,13774,615,17760,13409,192,3744,28.8333,,Kalista
2974,2695192102,48777841,0,0,10,10,17,11,19135,9876,7319,1939,22773,724,193,6120,3338,2781,0,23387,16306,834,1666,28.8333,,Blitzcrank
2975,2695192102,50222263,1,14,5,10,225,13,148447,3520,138727,6198,12498,6087,5862,33084,2755,29644,684,18662,12708,963,2022,28.8333,,Lucian
2976,2695192102,203453376,0,6,4,7,49,10,164610,11094,139362,14154,12207,20657,440,13612,671,10250,2690,23775,16536,866,10781,28.8333,,Master Yi
2977,2695192102,212758410,1,7,6,10,120,11,77161,42737,12596,21827,4609,2294,1980,18435,13555,1350,3530,14595,5823,62,1954,28.8333,,Ahri
2978,2695192102,234520278,1,2,4,11,67,11,136928,15418,105333,16176,16938,14026,3657,7127,1665,4645,816,20992,15354,506,6169,28.8333,,Jax
2979,2695192102,241428767,1,5,6,20,54,12,47430,16678,17601,13150,43542,3793,3793,13414,7696,5701,17,19335,15481,1555,4194,28.8333,,Leona
2980,2695192106,37569729,1,2,2,7,140,18,94207,47391,18073,28742,3232,7542,4862,7255,4062,636,2556,9482,2705,40,1702,23.6667,,Ahri
2981,2695192106,201866152,1,13,2,2,146,7,127238,114,122639,4485,12457,7915,7915,25805,69,25556,180,16634,10567,1133,4742,23.6667,,Illaoi
2982,2695192106,217182617,0,1,7,1,103,3,76552,12009,59059,5483,15525,1537,1537,10276,560,9687,28,27016,21876,1330,7629,23.6667,,Tryndamere
2983,2695192106,231572741,1,8,3,12,31,5,112302,76385,26485,9431,25068,6387,662,15253,11079,3112,1062,29133,22305,64,15223,23.6667,,Maokai
2984,2695192106,231827414,0,2,5,6,10,8,15183,9014,2416,3752,12566,0,0,5902,5189,650,62,10669,6898,434,441,23.6667,,Thresh
2985,2695192106,231908303,1,1,1,18,43,7,29978,7135,17977,4865,24501,1873,1873,7830,1785,6045,0,16699,10440,90,5503,23.6667,,Sion
2986,2695192106,235708767,1,10,3,3,121,8,75661,5767,66484,3410,4962,9922,6099,14324,1860,12463,0,12049,8554,21,3021,23.6667,,Miss Fortune
2987,2695192106,236169644,0,3,7,6,94,3,50178,3803,46007,367,6230,0,0,8846,768,7709,367,15347,10602,233,2450,23.6667,,Jhin
2988,2695192106,236355804,0,0,10,5,28,15,47650,15316,28716,3617,10785,0,0,5247,1205,3949,91,18773,13422,739,3940,23.6667,,Lee Sin
2989,2695192106,242501975,0,5,5,3,134,1,85158,76975,7513,669,7939,0,0,19883,18418,796,669,15024,10997,1060,146,23.6667,,Malzahar
2990,2695192107,33986682,1,4,2,25,127,41,67415,14990,30672,21752,73033,2451,1095,17745,7692,9009,1044,31232,17364,603,9131,39.5333,,Shen
2991,2695192107,37312091,0,2,4,11,193,16,146884,33030,111649,2203,9315,8992,7108,22200,3314,16746,2139,20598,14205,1301,5055,39.5333,,Tristana
2992,2695192107,40549463,1,9,7,12,80,16,197218,24084,162378,10755,38377,18277,300,22226,2163,17469,2594,40793,29672,1103,13195,39.5333,,Jarvan IV
2993,2695192107,46807731,1,4,6,14,193,17,194226,117537,22472,54216,8877,6579,3689,31357,19895,1436,10025,21551,9775,989,4662,39.5333,,Ahri
2994,2695192107,50327355,0,2,8,13,158,18,152224,144956,6757,510,10069,1621,1262,27839,25650,1679,510,16388,12145,2623,654,39.5333,,Lux
2995,2695192107,50638322,1,20,6,6,230,13,188684,1354,168512,18817,39843,14330,6869,51664,814,34650,16199,46848,24357,8454,20183,39.5333,,Fiora
2996,2695192107,210951232,0,8,8,8,194,26,179917,159162,18316,2437,19939,1279,1279,31131,27398,1455,2277,39548,22705,8267,12371,39.5333,,Katarina
2997,2695192107,212787741,0,9,14,4,163,14,114106,2595,105971,5539,64571,2971,2971,20810,2595,13501,4713,62637,34914,16696,112,39.5333,,Garen
2998,2695192107,212976862,1,7,7,10,290,16,236336,67781,143360,25194,11550,13810,10551,26947,2783,17563,6600,20632,7047,388,6484,39.5333,,Vayne
2999,2695192107,239827852,0,7,10,7,41,27,181275,5909,162824,12542,34287,5794,1310,22856,0,21851,1004,46271,28715,7575,18040,39.5333,,Kayn
3000,2695192110,43265844,1,8,5,12,166,9,132164,9129,119759,3275,8876,6421,5683,32077,2104,29290,682,19634,11204,598,4011,33.1333,,Miss Fortune
3001,2695192110,204592698,0,4,5,17,53,18,42933,26668,9286,6979,45477,2268,909,14601,12528,2073,0,28502,14989,1601,13210,33.1333,,Alistar
3002,2695192110,208827949,1,10,8,8,139,7,137817,87340,41376,9100,14729,16031,7036,26942,17867,8392,682,31505,20219,950,9290,33.1333,,Kayle
3003,2695192110,211133615,1,9,9,3,120,14,237120,30936,192125,14057,16695,20164,7181,17962,1795,13370,2795,32897,23062,178,8652,33.1333,,Master Yi
3004,2695192110,216683251,1,5,8,17,28,13,22946,11830,8449,2666,32339,3748,3034,10439,6506,1871,2061,26880,16894,360,6203,33.1333,,Thresh
3005,2695192110,220475510,0,9,10,5,221,13,175448,160410,12671,2366,15426,2375,1978,23517,22481,917,118,25127,11029,1319,1375,33.1333,,Ryze
3006,2695192110,225684641,0,11,9,8,184,7,165013,5129,153410,6474,10392,5820,2862,25837,1099,24534,204,30174,17092,1456,5524,33.1333,,Lucian
3007,2695192110,229755403,1,10,6,10,180,9,149744,124059,16906,8779,10463,8719,4169,36362,32034,2390,1937,17272,8641,334,3132,33.1333,,Orianna
3008,2695192110,233149605,0,6,9,7,160,4,158477,7981,133425,17070,21003,15149,2060,18448,1097,16621,730,23688,15470,1865,1192,33.1333,,Yasuo
3009,2695192110,241521875,0,6,9,10,62,11,126290,51516,70335,4438,32525,67,67,14284,6833,6083,1368,47783,27119,1915,18966,33.1333,,Warwick
3010,2695192115,32310839,1,3,1,16,30,8,24757,10514,7971,6272,18239,2977,2694,7366,5756,1436,174,14072,10389,64,10230,20.1167,,Alistar
3011,2695192115,34051796,0,2,6,2,83,8,44439,376,36054,8007,6529,0,0,8738,376,7200,1160,11543,7594,987,440,20.1167,,Camille
3012,2695192115,34774693,0,4,7,2,98,4,50542,5968,42342,2231,13724,0,0,9507,905,8602,0,14602,9685,448,2836,20.1167,,Yasuo
3013,2695192115,38745791,1,4,0,5,161,10,77062,63764,13198,100,3241,3931,3931,7932,7383,449,100,9650,3031,210,9560,20.1167,,Vladimir
3014,2695192115,213080466,1,8,4,7,110,5,78519,493,75271,2755,10566,9576,8023,14043,276,11011,2755,18224,13004,2947,3087,20.1167,,Darius
3015,2695192115,221812625,1,8,4,7,116,6,63267,6098,56467,701,2997,6956,5971,17008,3224,13668,115,9857,5434,170,876,20.1167,,Ezreal
3016,2695192115,227193863,0,1,6,4,171,4,86167,77205,8962,0,3986,2353,2353,12097,11514,583,0,11453,6555,456,1027,20.1167,,Taliyah
3017,2695192115,227600253,0,0,6,5,40,8,10776,6063,4222,490,9056,320,320,5414,3746,1177,490,15947,7552,721,1008,20.1167,,Thresh
3018,2695192115,235110829,1,8,2,5,10,4,117971,92454,21481,4036,9879,7823,4682,10716,8711,1144,860,18204,15005,466,9337,20.1167,,Nidalee
3019,2695192115,242397068,0,4,6,1,12,22,79859,15323,57602,6934,13471,0,0,9165,1042,7915,208,21349,13449,1390,4922,20.1167,,Lee Sin
3020,2695192117,32055309,1,9,1,8,195,17,182518,152,180608,1757,27363,12625,10291,34104,57,33715,331,31944,20768,702,10789,28.0,,Illaoi
3021,2695192117,35656116,1,0,1,17,4,21,5845,4338,1494,12,4046,491,211,2920,2626,293,0,6753,5729,248,21270,28.0,,Soraka
3022,2695192117,39415271,0,4,8,1,149,9,113034,47743,65260,30,39315,0,0,20680,8567,12082,30,32294,28458,132,92,28.0,,Nasus
3023,2695192117,43432807,0,0,5,4,11,12,12798,9298,2672,827,18878,49,49,5746,4095,1324,327,18740,12274,273,1946,28.0,,Thresh
3024,2695192117,213795627,1,7,8,10,134,7,90491,78416,11196,878,9248,6276,3824,16788,15326,1172,290,19155,8207,187,446,28.0,,Twisted Fate
3025,2695192117,213997048,1,9,2,7,178,13,133015,19794,107908,5311,13741,16076,11508,22792,4807,17777,208,16637,11493,170,1643,28.0,,Ezreal
3026,2695192117,218124307,0,5,6,0,26,7,112113,3931,103059,5122,13504,1344,1344,12178,0,11142,1036,22855,16283,125,9193,28.0,,Kayn
3027,2695192117,222394422,0,2,5,6,190,8,137858,130067,7791,0,5436,2748,2748,21501,20421,1080,0,14293,6112,750,1011,28.0,,Xerath
3028,2695192117,226670294,1,7,1,4,56,12,149762,57788,79992,11981,22449,12611,1895,8710,5524,2636,550,30741,22569,599,17074,28.0,,Warwick
3029,2695192117,231761997,0,2,8,4,177,9,118174,0,116641,1533,8041,3298,2875,12404,0,11891,513,18109,11657,99,1370,28.0,,Draven
3030,2695192119,42996527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2667,,Illaoi
3031,2695192119,202479557,0,0,0,0,0,1,9517,2662,5663,1192,868,0,0,0,0,0,0,2238,2238,0,1191,3.2667,,Hecarim
3032,2695192119,203852432,1,0,0,0,0,1,7163,2931,3236,995,499,0,0,0,0,0,0,1237,1237,0,649,3.2667,,Sejuani
3033,2695192119,204221627,0,0,0,0,13,1,2413,0,2296,117,296,0,0,102,0,98,4,270,180,0,80,3.2667,,Twitch
3034,2695192119,207405774,0,0,0,0,13,1,28154,2232,921,25000,80,0,0,256,173,83,0,359,318,0,0,3.2667,,Karma
3035,2695192119,228400508,1,0,0,0,13,0,3548,1038,1030,1480,43,0,0,0,0,0,0,0,0,0,31,3.2667,,Mordekaiser
3036,2695192119,228877504,1,0,0,0,12,1,3269,247,3022,0,167,0,0,326,41,285,0,556,316,4,160,3.2667,,Kog'Maw
3037,2695192119,234409436,1,0,0,0,16,1,5296,276,5020,0,235,0,0,73,0,73,0,22,22,0,0,3.2667,,Yasuo
3038,2695192119,235095269,0,0,0,0,3,1,186,186,0,0,120,0,0,186,186,0,0,169,0,0,141,3.2667,,Rakan
3039,2695192119,235916026,1,0,0,0,0,1,1405,861,544,0,39,0,0,259,259,0,0,136,12,0,52,3.2667,,Lux
3040,2695192120,35037364,0,1,5,5,177,10,99557,4873,93408,1275,3753,2066,2066,10225,67,9777,380,13008,5683,296,2131,25.5167,,Xayah
3041,2695192120,40178323,0,1,6,3,10,14,100774,23946,71058,5769,8142,6464,0,3277,861,2160,256,19686,10626,363,6570,25.5167,,Jax
3042,2695192120,41647502,1,1,3,6,128,6,62618,4061,57257,1298,7978,10886,6316,7270,427,6843,0,12028,7346,555,0,25.5167,,Gnar
3043,2695192120,46843616,0,4,7,2,31,19,20377,11548,5391,3438,27211,269,0,6425,4589,1223,613,21440,11183,1281,2353,25.5167,,Alistar
3044,2695192120,209907983,1,17,2,10,125,10,116667,103366,10697,2602,4994,11390,6698,29957,27524,1125,1308,12043,6502,548,1171,25.5167,,Annie
3045,2695192120,217512027,1,1,1,18,41,15,20509,7955,8457,4096,16006,2800,933,5455,4326,1129,0,11985,7553,894,3532,25.5167,,Braum
3046,2695192120,217679246,0,6,5,2,174,9,80904,823,73626,6453,9766,0,0,9474,645,6800,2028,18432,9225,564,4093,25.5167,,Irelia
3047,2695192120,230115810,1,3,2,13,116,14,89156,16053,69974,3129,4575,11537,7797,10767,3074,7080,612,9473,6125,1600,1121,25.5167,,Ezreal
3048,2695192120,230454412,0,1,8,2,153,8,92445,81688,7234,3521,6581,893,893,12894,11731,910,251,16636,7482,524,238,25.5167,,Azir
3049,2695192120,236862477,1,8,5,8,30,10,110946,30038,73963,6944,7548,13482,4832,17699,4989,11599,1110,17483,11741,933,7880,25.5167,,Kindred
3050,2695192125,32670484,0,0,5,5,0,9,4314,3259,1055,0,3186,374,374,2512,2435,76,0,13049,5993,0,6097,28.2167,,Nami
3051,2695192125,43827597,1,0,2,10,39,20,41566,36168,5163,233,6506,4346,326,5314,5086,227,0,12857,6239,1333,2206,28.2167,,Morgana
3052,2695192125,201654096,0,4,8,2,155,10,130984,92227,37129,1628,7443,7545,7545,19417,14644,3680,1092,20394,16171,436,1201,28.2167,,Teemo
3053,2695192125,203165551,0,4,4,4,165,10,106310,13473,87059,5778,4570,416,416,11452,3908,7211,332,10361,5126,90,1188,28.2167,,Ezreal
3054,2695192125,204374256,1,6,3,4,118,13,105575,0,96199,9376,18543,20116,9618,11248,0,10744,504,23979,10978,1718,1657,28.2167,,Kled
3055,2695192125,208586382,0,6,6,2,44,8,111328,3236,84102,23989,9508,1624,1624,8566,238,6416,1911,22795,16229,206,6483,28.2167,,Vayne
3056,2695192125,214657961,1,16,4,3,106,9,196650,8949,178036,9664,14234,16743,4417,23782,1590,21596,596,24125,12076,2206,11613,28.2167,,Graves
3057,2695192125,214694756,1,6,6,6,142,6,102365,85335,13921,3109,4754,7507,5434,23040,22195,845,0,14689,5949,1449,3092,28.2167,,Xerath
3058,2695192125,229479241,1,3,5,3,169,9,106092,2796,95523,7772,4980,16633,3358,7204,1430,5537,236,14665,5799,858,2044,28.2167,,Miss Fortune
3059,2695192125,239425242,0,6,8,6,158,11,107200,92589,9551,5059,7679,1870,1870,21027,16555,1239,3231,25131,15954,604,4541,28.2167,,Zoe
3060,2695192129,203621988,1,9,5,9,25,20,125052,92261,18841,13950,13923,23806,425,21318,19710,749,858,27182,18924,1597,12393,31.8,,Evelynn
3061,2695192129,204322890,0,3,11,5,141,10,91480,76764,14671,44,14150,726,537,9625,8255,1326,44,25043,15210,738,2994,31.8,,Katarina
3062,2695192129,211468462,1,11,4,8,157,14,133812,2104,129162,2545,29579,10367,5109,29936,2104,25718,2113,33501,21959,3481,3256,31.8,,Kled
